log-TPM	count	mean	std	min	25_percentile	50_percentile	75_percentile	max	cv	noise	lin_slope	lin_r	spearmans_rho
b0025	48.0	8.390369395889419	0.3123670161483544	7.30030868758338	8.268142350819346	8.40587720915864	8.588773158366903	8.900400070938964	0.037229232875180464	0.0013860157804744177	0.3041429034409196	0.3221126562214784	0.30157438278919285
b0026	48.0	9.486822913445494	0.3830670251277239	8.36494057851617	9.272233878285693	9.468597954896975	9.695376229076597	10.4620321386185	0.040378852712092926	0.0016304517463448943	0.22427300454221322	0.2912840489444575	0.31558089777742176
b0027	48.0	7.392072681903202	0.4301624103733985	6.104034809067025	7.156511325802969	7.3584770941209	7.6299454695127915	8.17974199881664	0.058192394594075686	0.0033863547885926095	0.22319813233498445	0.3255276970373085	0.2562432199396922
b0028	48.0	7.207320955472213	0.578339686601999	5.880427051430485	6.88846401221158	7.119596026818007	7.469560823075863	9.300756763735446	0.08024336506935913	0.006438997637654443	0.012358235549227884	0.024232844557691723	-0.04956569063663962
b0029	48.0	7.669100147763138	0.4155735744684736	6.5085991070192	7.390286646289205	7.707625849407808	7.936083307973265	8.447771019736951	0.05418804898377612	0.0029363446526681205	0.21716339808085802	0.30598454065600955	0.17274701818815694
b0030	48.0	5.498240690787095	1.3719647142061098	2.41777232887196	4.750091987962643	5.022889105205115	6.322547846383347	8.87445759838512	0.2495279474587184	0.06226419656296093	0.0532684194833879	0.24778652521946581	-0.10010857999338821
b0031	48.0	8.313104589323045	1.0107727958355468	6.442287505154	7.435102518629033	8.496558318840815	8.864401795876365	10.2703717858661	0.12158788392169818	0.014783613516556349	0.057840643800667224	0.19822188215452796	0.41612378831308067
b0032	48.0	8.556649585241633	1.7646666867090126	3.18758831830091	7.631358281933995	9.32008114700929	9.925218904155646	10.78780710344705	0.2062333707988557	0.04253220323105831	-0.0012416543313966313	-0.007428965262305132	0.2000000047156411
b0033	48.0	8.778998649418286	1.6536345343203744	3.916622938510175	7.984777146592942	9.451220927165949	9.907607404347507	10.93775612055855	0.18836254570217387	0.03548044862340353	0.008441057398434555	0.04732616564661685	0.26655809531862046
b0034	48.0	4.939970769066969	1.350227784664613	1.466387478094205	4.096619352055009	5.183384418280405	5.804293124691162	7.44831945993065	0.273327079811777	0.07470769255843353	-0.0074376818040378595	-0.034049408177113626	0.18653637790525052
b0036	48.0	1.706155455164323	0.5227709324881376	0.671833790480455	1.3386850155384529	1.7402269856874475	2.047810160871236	2.86414063730681	0.3064028725552377	0.0938827203101012	0.13832957285505373	0.24518359017919983	0.21460369669949222
b0037	48.0	3.4271011268222384	0.469247466343456	2.701139480132395	3.1659578217463	3.3569432710652674	3.5352884963593785	4.90456408520999	0.13692256194918975	0.018747787970729707	0.0348748879720406	0.055485523783394046	0.187024977265305
b0038	48.0	3.3330915833354258	0.5664534413155912	2.12731899261993	2.9308981592576213	3.3044107890021577	3.6178878644616272	5.39198111206919	0.1699483578992273	0.02888244435264386	0.09519942104217681	0.1828367358624528	0.29782845436210836
b0039	48.0	4.354380633846869	0.5806770785202519	3.412604095745505	3.9806829252218514	4.188162887636107	4.643205746835163	6.5608573684358	0.13335468975923076	0.017783473280780688	-0.044070196700545704	-0.08676500669549313	-0.05363735197042709
b0040	48.0	1.3869469074844156	0.382433310389216	0.579829339054815	1.087147000772196	1.422075398350771	1.6345406989095448	2.045053725331605	0.2757375270282386	0.07603118381164863	-0.22182832492100624	-0.2876322940864974	-0.24039088514681292
b0041	48.0	1.5955396021337416	0.5381403009424314	0.0	1.3046036211055747	1.5687101294913157	1.877117208936095	3.10913283654569	0.3372779342002965	0.11375640489841954	-0.0188950910583698	-0.034475409942208324	-0.14576547574959187
b0042	48.0	1.5807252138582706	0.512276038839028	0.627145589770612	1.2095777786341102	1.5387550351370625	1.8175894958791126	3.0752002769796647	0.32407659114176635	0.10502563692606759	0.14755489105041683	0.2562846440061957	-0.048697069552098286
b0043	48.0	1.847553537748923	0.5583949783006574	0.772969527000963	1.5454852341785825	1.8019992566720173	2.160110355892335	3.571677246206065	0.30223480234354194	0.09134587574763987	-0.01723019667078051	-0.0326209550026186	-0.04793702610312462
b0045	48.0	1.2782621253270323	0.39011038784011565	0.5725962338270445	1.0186923098486402	1.2161686587883724	1.6093663337576662	2.328588064336845	0.3051880988340394	0.09313977566993543	-0.2021286880405853	-0.26735013301863475	-0.33273616419711305
b0046	48.0	4.731264628214972	0.7103525832848819	2.31349857512531	4.184446896199551	4.86840093610607	5.10628808843179	6.07853211568734	0.1501401082173005	0.022542052095502706	0.05954939326702863	0.1434221529895358	0.03935939289327899
b0047	48.0	5.030685058572073	0.49293201706546713	3.52145079584578	4.712177039447297	4.9822801797206875	5.29126418508643	6.363094161174285	0.09798506790353174	0.009601073532059728	0.18147177971219725	0.3032920722701063	0.1809446296735157
b0048	48.0	7.019248311257755	0.5949109059507058	5.41694227869309	6.71230040959005	7.0050252246059825	7.443774865626539	8.188731089756384	0.08475421862431674	0.007183277574618479	-0.019318005924650914	-0.03896540171732894	-0.15575461822181716
b0049	48.0	6.315584442550012	0.36071813849209117	5.679374349558615	5.980848678773656	6.375964280083695	6.585956367444076	7.25827373509716	0.0571155594186697	0.003262187127707589	-0.0008747482271294689	-0.00106983298677791	-0.10553746177177155
b0050	48.0	6.821820571640816	0.5083864318662944	6.0182957513830395	6.4171198324331025	6.755517858666847	7.050190191588159	8.198415278193455	0.07452357131463147	0.0055537626814869635	-0.2578923885550823	-0.44452624647214184	-0.41433225732621415
b0051	48.0	7.982608441399862	0.3203879404423365	7.092009913203185	7.853913570716623	7.99642683887525	8.184501496521701	8.551945971964114	0.04013574545141437	0.0016108780629407293	-0.11002432793769787	-0.11951703695633221	-0.17100977601907424
b0052	48.0	7.053024811188379	0.4372337391354251	5.997483084828625	6.753105240615449	7.0434137957692595	7.411810071659563	7.985170356447325	0.061992372186445585	0.0038430542093027924	0.04653884501125713	0.06899127965287445	0.0442996753116078
b0053	48.0	9.016074949355657	0.23189240343976592	8.375408631145705	8.86978914487267	9.012555565161954	9.133726977329582	9.50399544525278	0.025719884178240816	0.0006615124421421221	0.556462474581748	0.43750934833337607	0.3649837219607099
b0054	48.0	9.21552385122189	0.20880418919674393	8.77885517990689	9.08919043494105	9.223429920743957	9.37392562601553	9.69750835912706	0.02265787518623355	0.000513379307954938	0.02211800280078982	0.015658496113775542	0.08105320495126281
b0055	48.0	5.847723855646641	0.4200386152870741	4.84032350425806	5.634539036629949	5.79483359737191	6.039276000266801	6.977989278040855	0.07182942041312008	0.005159465636884752	-0.013886296052769769	-0.019776096414736884	-0.025352877905050055
b0058	48.0	5.64757454399317	0.5521967905762021	4.81637748616051	5.308237385786011	5.502388192854142	5.927559576369042	7.74006034072279	0.09777591889663952	0.009560130316082226	0.22867153471281784	0.4281253237110498	0.34744843381653184
b0059	48.0	6.357925261532646	0.6515683295438954	5.578533472761045	5.948141350957352	6.21539778261984	6.555224331069451	8.908345435358456	0.10248128166684801	0.010502413092079839	0.23147842069471608	0.5113701927164898	0.39408252829284446
b0060	48.0	4.8256747586658175	0.5258056501219214	3.739928644010575	4.540866386028134	4.80548694645164	5.0959974852842365	6.50697430606783	0.10896002661134459	0.011872287399144924	-0.04661812447417451	-0.08310841088718436	-0.07790445351980049
b0061	48.0	2.156815353887555	1.0666744973533617	0.0	1.4978994706644648	2.013916193477995	2.7599908634783064	4.906450558995649	0.4945599517504976	0.24458954587545456	-0.017475792840667644	-0.0632024235989972	-0.22024973374901086
b0062	48.0	3.216599176984604	1.5088762848917157	0.0	2.64817603933644	3.0807530615567975	3.9908833819471043	6.72522096419573	0.46909055243439113	0.22004594638320227	0.011547787884943985	0.0590768544566224	-0.12927757340567625
