locus_tag,GCI,gene_name
b1244,0.136592071903368,oppB
b1245,0.1726661492096479,oppC
b1246,0.2548629921870619,oppD
b1247,0.17156147794173335,oppF
b1249,0.11087467751186633,clsA
b1255,0.06653624485252047,yciC
b1256,0.17973616039221232,ompW
b1260,0.6190970041216395,trpA
b1261,0.5927469812972446,trpB
b1262,0.34052482654428784,trpC
b1263,0.38497908671265046,trpD
b1264,0.40136278329509123,trpE
b1272,0.05413149586943277,sohB
b1277,0.38623426385365095,ribA
b1286,0.11957238641235812,rnb
b1288,0.5263785782766578,fabI
b1292,0.1070674737103165,sapC
b1294,0.1915717523110646,sapA
b1303,0.23218769434920203,pspF
b1313,0.04675919322680553,ycjQ
b1323,0.11521658785115585,tyrR
b1324,0.0363092026186217,tpx
b1378,0.09164516555590164,ydbK
b1381,0.09845223443359635,ydbH
b1387,0.1868294645414533,paaZ
b1388,0.2051967457549081,paaA
b1389,0.20242559961644135,paaB
b1390,0.2829358081349276,paaC
b1391,0.2830339238982071,paaD
b1392,0.06026096094397952,paaE
b1393,0.29056868353842774,paaF
b1394,0.31342328042852324,paaG
b1395,0.17531821340120568,paaH
b1412,0.1788036007752626,azoR
b1413,0.3428974883411213,hrpA
b1418,0.14630052634411778,cybB
b1434,0.07302651260001604,sutR
b1435,0.00654107074858836,rlhA
b1446,0.1317406144346924,ydcY
b1473,0.15599061854160645,yddG
b1474,0.12123921810718083,fdnG
b1479,0.06801755369677512,maeA
b1497,0.016838000873248594,ydeM
b1498,0.12819380604832892,ydeN
b1530,0.0043917266033980775,marR
b1539,0.25422649565205296,ydfG
b1541,0.17813494153754786,ydfZ
b1549,0.031319632108677414,ydfO
b1584,0.23005734834489902,speG
b1587,0.23924219509492392,ynfE
b1588,0.15120067271517698,ynfF
b1589,0.10631661867419678,ynfG
b1590,0.0036518585510140343,ynfH
b1591,0.13861854641574003,dmsD
b1593,0.18575947804081355,ynfK
b1599,0.21949925075451465,mdtI
b1600,0.15708436491681482,mdtJ
b1601,0.1313502711910554,tqsA
b1602,0.16043708920635302,pntB
b1603,0.15174523397522516,pntA
b1604,0.06186592459949717,ydgH
b1613,0.46986185726217644,manA
b1620,0.03314130138507913,malI
b1621,0.18929409685348414,malX
b1622,0.15375766255649378,malY
b1623,0.07658968020909668,add
b1625,0.1606891311277087,cnu
b1629,0.0014632802116926196,rsxC
b1631,0.041869049611175435,rsxG
b1634,0.44381297042379353,dtpA
b1636,0.6345577156586802,pdxY
b1637,0.3643106130776669,tyrS
b1638,0.16342641802726632,pdxH
b1644,0.12932456899381908,ydhJ
b1652,0.019966095553484522,rnt
b1656,0.464633563780703,sodB
b1660,0.26727321154438055,ydhC
b1662,0.0681543401345185,ribC
b1663,0.09082236034005474,mdtK
b1673,0.051879920744172976,ydhV
b1674,0.1942603531114029,ydhY
b1676,0.07387180493576659,pykF
b1677,0.011694573877651885,lpp
b1693,0.07862970104408257,aroD
b1695,0.15451791663493214,ydiO
b1704,0.1848931221718463,aroH
b1711,0.3021405830621408,btuC
b1713,0.3336170095294425,pheT
b1714,0.4229084552541308,pheS
b1719,0.1582897529323799,thrS
b1722,0.18323760088918992,ydiY
b1723,0.048033424120279805,pfkB
b1727,0.3100190946949988,hxpB
b1736,0.0020127927427612633,chbA
b1740,0.03305778458094845,nadE
b1749,0.208144636410043,xthA
b1750,0.14000227305981586,ydjX
b1751,0.09094969044093952,ydjY
b1753,0.1276065305747499,ynjA
b1754,0.06684428118161631,ynjB
b1757,0.23522792734445927,ynjE
b1763,0.2851198826155288,topB
b1764,0.22731077394480337,selD
b1765,0.08112796993213893,ydjA
b1767,0.035008645565377534,ansA
b1768,0.017230243404150903,pncA
b1779,0.39101140570849835,gapA
b1780,0.6650343148083132,yeaD
b1782,0.4396789430065542,mipA
b1787,0.02342371049791618,yeaK
b1791,0.23166809824376614,nimT
b1804,0.26545035663080935,rnd
b1814,0.26543485140737305,sdaA
b1817,0.2802464804919681,manX
b1818,0.3193101237643538,manY
b1819,0.23096847475717086,manZ
b1820,0.21516637016880932,yobD
b1821,0.2853489713976968,mntP
b1822,0.15051216513701085,rlmA
b1825,0.07601593123110552,yebO
b1827,0.08344831574726863,kdgR
b1829,0.22660723633958196,htpX
b1830,0.18019634741237736,prc
b1831,0.3860740344634724,proQ
b1835,0.11575250660310321,rsmF
b1839,0.10337551500422061,yebY
b1840,0.3976347697921283,yebZ
b1841,0.2933065120925747,yobA
b1843,0.04521594965079306,yobB
b1844,0.07986613355504665,exoX
b1846,0.29187560772830945,yebE
b1849,0.044309762988446875,purT
b1850,0.47506353167264664,eda
b1851,0.39303317930522624,edd
b1852,0.3241490965564617,zwf
b1853,0.2768473035179331,yebK
b1854,0.330170429059378,pykA
b1855,0.19961073776557686,lpxM
b1863,0.3124712278667462,ruvC
b1864,0.44364878874275293,yebC
b1865,0.2740133674122681,nudB
b1866,0.5922022898722731,aspS
b1867,0.039376514027257385,yecD
b1870,0.16743442038048148,cmoA
b1871,0.29135214010560584,cmoB
b1876,0.14072298985469792,argS
b1893,0.033620605325578756,insB-5
b1905,0.26452640400616323,ftnA
b1906,0.12257912996523818,yecH
b1908,0.21653015687710803,yecA
b1914,0.006228263927360496,uvrY
b1915,0.025910079491556104,yecF
b1928,0.3389028278908738,yedD
b1929,0.13767227960079756,yedE
b1961,0.024663673695064753,dcm
b1970,0.06488066377514139,yedX
b1983,0.19618779263149394,yeeN
b1994,0.12085309847729443,insH-6
b2011,0.25293056815034426,sbcB
b2014,0.1666135194172507,plaP
b2019,0.16949674230075193,hisG
b2020,0.11937831763985088,hisD
b2021,0.1330929008691597,hisC
b2022,0.0826230566664656,hisB
b2023,0.09765803124769774,hisH
b2024,0.10209294507891518,hisA
b2025,0.055721656041774426,hisF
b2026,0.0322768344638742,hisI
b2029,0.6091804454889554,gnd
b2030,0.058733084256340974,insH-7
b2032,0.06870845226002541,wbbK
b2040,0.06093568975531929,rfbD
b2041,0.017825280795645153,rfbB
b2063,0.07922272222323636,yegH
b2065,0.2483049088700059,dcd
b2100,0.062261278880300655,yegV
b2101,0.06359570667387679,yegW
b2110,0.1872892685045467,yehC
b2111,0.21536312904438448,yehD
b2113,0.36792172917557125,mrp
b2114,0.1339748977159055,metG
b2132,0.7200273399165781,bglX
b2144,0.001586471937586729,sanA
b2146,0.04853853044402726,preT
b2157,0.11325285514730798,yeiE
b2159,0.04637946492266413,nfo
b2160,0.01890516805729929,yeiI
b2167,0.250763168729081,fruA
b2168,0.2238814360795566,fruK
b2169,0.37671261277999274,fruB
b2171,0.15239679844029208,yeiP
b2172,0.0164365578418837,yeiQ
b2173,0.042012027730356276,yeiR
b2174,0.1575812967854217,lpxT
b2182,0.12638030699339955,bcr
b2183,0.41155722814177426,rsuA
b2185,0.37409828068103396,rplY
b2186,0.2588928935354066,yejK
b2192,0.09088823969473857,insH-8
b2193,0.38505338292921487,narP
b2196,0.2675115382026075,ccmF
b2197,0.2151769503756161,ccmE
b2199,0.2347538411043067,ccmC
b2200,0.14443319961481407,ccmB
b2201,0.24722473801589015,ccmA
b2202,0.11933557073803924,napC
b2203,0.2900845673340853,napB
b2204,0.26129569691551185,napH
b2205,0.36602400599885493,napG
b2206,0.35968369918119136,napA
b2207,0.23209941815431548,napD
b2208,0.30915447289932263,napF
b2209,0.37403127508472916,eco
b2210,0.20523689605714346,mqo
b2214,0.19910334270042734,ftp
b2215,0.3239875886043366,ompC
b2231,0.5959497604167907,gyrA
b2232,0.247482221167629,ubiG
b2234,0.15866772571310298,nrdA
b2235,0.2226776993120839,nrdB
b2236,0.04458419907713225,yfaE
b2250,0.23151151091304858,yfaZ
b2251,0.1657990291228426,nudI
b2260,0.18919657332717157,menE
b2261,0.36252104662412205,menC
b2262,0.18962348602004184,menB
b2263,0.46265324393473084,menH
b2264,0.39543417632276195,menD
b2268,0.1487935153055282,rbn
b2276,0.16648163677646136,nuoN
b2277,0.18583159785570286,nuoM
b2278,0.18980574896682909,nuoL
b2281,0.13160606835292502,nuoI
b2282,0.04991882424434887,nuoH
b2283,0.16186384217882238,nuoG
b2284,0.23811378517542853,nuoF
b2285,0.02779169553534099,nuoE
b2286,0.2107432979635572,nuoC
b2291,0.024376858196471864,yfbR
b2292,0.1066814871475723,yfbS
b2293,0.21538881512548824,hxpA
b2294,0.29602692704184413,yfbU
b2296,0.3280808248516735,ackA
b2297,0.5079200967275156,pta
b2298,0.1857574570863657,yfcC
b2299,0.2443743874867087,yfcD
b2300,0.12102045798674652,yfcE
b2314,0.34439198548499683,dedD
b2315,0.22935433045617978,folC
b2316,0.23965509562073076,accD
b2318,0.025284617041110766,truA
b2319,0.42492193781196314,usg
b2320,0.24624220779452416,pdxB
b2321,0.07729695090904941,flk
b2322,0.1338628623262588,yfcJ
b2329,0.03902382987566175,aroC
b2330,0.23935944861846192,prmB
b2331,0.03641404459322326,smrB
b2343,0.20738460134779127,yfcZ
b2346,0.1109449391084125,mlaA
b2349,0.18839999456488177,intS
b2366,0.13984908304587626,dsdA
b2378,0.05094186925171176,lpxP
b2388,0.20961320209635328,glk
b2393,0.1865923543582269,nupC
b2399,0.047055476894794286,yfeD
b2400,0.5257658212985806,gltX
b2411,0.3556043141800144,ligA
b2412,0.18624082695122343,zipA
b2415,0.13982535536136753,ptsH
b2416,0.30451272990262707,ptsI
b2417,0.029792900525102636,crr
b2418,0.3560653190827685,pdxK
b2421,0.028875863654739622,cysM
b2422,0.09907483804947985,cysA
b2428,0.15481136562226117,murQ
b2429,0.14237030230026626,murP
b2431,0.5792872654792417,yfeX
b2435,0.11050358402698593,amiA
b2438,0.2514623901802749,eutK
b2439,0.4554472472286189,eutL
b2440,0.16297435456598677,eutC
b2441,0.40956242031488527,eutB
b2450,0.2873097212494712,yffS
b2468,0.2767990961273151,aegA
b2469,0.09048361439452357,narQ
b2471,0.24288431452091397,yffB
b2472,0.533491762958012,dapE
b2477,0.6704314138124136,bamC
b2478,0.39595009464982683,dapA
b2480,0.15282833878955118,bcp
b2493,0.023170099981253526,yfgO
b2496,0.08847653122039424,hda
b2497,0.20288025927727665,uraA
b2498,0.35883016816338964,upp
b2507,0.28593460579202895,guaA
b2511,0.30292526959208826,der
b2513,0.4327202169949286,yfgM
b2514,0.2639067237690916,hisS
b2516,0.18252826305984576,rodZ
b2523,0.0633656602272133,pepB
b2526,0.012699230859184103,hscA
b2532,0.3747423194154579,trmJ
b2533,0.051020232246594216,suhB
b2551,0.21876210949901187,glyA
b2554,0.4190590271571656,glrR
b2555,0.33062263831279143,qseG
b2561,0.023637979177626334,yfhH
b2564,0.38920347235662106,pdxJ
b2569,0.07890144023613513,lepA
b2576,0.16865634374936106,srmB
b2579,0.2323960664544519,grcA
b2580,0.3516837783203488,ung
b2581,0.5227305744284736,yfiF
b2583,0.027045829499344295,yfiP
b2593,0.09311611591408518,pgeF
b2595,0.3347636862224366,bamD
b2606,0.1913990952382403,rplS
b2607,0.40352325529903343,trmD
b2608,0.18434497066409083,rimM
b2609,0.17336736650557022,rpsP
b2610,0.4526580131204646,ffh
b2611,0.027306463077801466,ypjD
b2614,0.18621348182908343,grpE
b2618,0.03504973844615455,yfjF
b2620,0.42987428536011324,smpB
b2622,0.0875241241396373,intA
b2628,0.0016492293748604494,abpA
b2634,0.1116190723826075,yfjR
b2670,0.2952886217366729,alaE
b2677,0.01442937692770898,proV
b2678,0.1644311050508884,proW
b2679,0.16385439187542597,proX
b2684,0.1822445240766124,mprA
b2685,0.1584127064022777,emrA
b2686,0.2476427529505553,emrB
b2688,0.04907634799208151,gshA
b2690,0.5983093389398075,yqaB
b2697,0.35739242441826663,alaS
b2698,0.08132567434468986,recX
b2699,0.06884407171440353,recA
b2700,0.11008094617559912,pncC
b2704,0.013926485106636926,srlB
b2707,0.029602569232696146,srlR
b2708,0.27616009590354906,gutQ
b2712,0.2854401384592224,hypF
b2726,0.17584952543956608,hypA
b2727,0.41805068865699313,hypB
b2728,0.37345061624186165,hypC
b2729,0.2738248049722685,hypD
b2730,0.21304179352752314,hypE
b2733,0.4695793354415074,mutS
b2745,0.08547839459825711,truD
b2746,0.15979862170793127,ispF
b2747,0.18585575148225725,ispD
b2762,0.008466473869609291,cysH
b2763,0.02236824144047654,cysI
b2765,0.088429406332056,queD
b2766,0.1911006456112578,ygcN
b2774,0.0020674414579928543,ygcW
b2779,0.4646605139684985,eno
b2780,0.6699983589298317,pyrG
b2784,0.01271824650926061,relA
b2791,0.12209517996970244,truC
b2796,0.38603624468295833,sdaC
b2797,0.3577998668313243,sdaB
b2798,0.12830572121683753,ygdG
b2806,0.007518983533158929,rlmM
b2810,0.1733755836120893,csdA
b2811,0.04036178120535866,csdE
b2812,0.09261842257306714,tcdA
b2817,0.1485777901417213,amiC
b2822,0.17425328198690138,recC
b2827,0.02840369697823873,thyA
b2828,0.14132807500497893,lgt
b2829,0.007388991477497373,ptsP
b2830,6.119219508352687e-5,rppH
b2834,0.353726754459998,tas
b2839,0.2925156343821558,lysR
b2845,0.1935157662889852,yqeG
b2876,0.058595854754195494,yqeC
b2890,0.569399638324445,lysS
b2891_2,0.5374450881227271,NA
b2892,0.5268825536182412,recJ
b2893,0.3907980109020693,dsbC
b2894,0.30826114024664253,xerD
b2895,0.19383255287313159,fldB
b2896,0.024217042660977198,ygfX
b2898,0.42113103560651427,ygfZ
b2901,0.3742517853896065,bglA
b2903,0.05483140440233649,gcvP
b2904,0.2613871124795545,gcvH
b2905,0.08296205852000561,gcvT
b2906,0.256937057857304,ubiI
b2907,0.38246809093689255,ubiH
b2908,0.43145527809963036,pepP
b2909,0.35996740074254335,ygfB
b2914,0.47539843838723417,rpiA
b2916,0.04404259341810341,argP
b2922,0.011573641983744215,yggE
b2925,0.39161746643867695,fbaA
b2926,0.3149271801868421,pgk
b2927,0.39256687175113586,epd
b2935,0.5725202808139254,tktA
b2937,0.5990401821114479,speB
b2938,0.3527285871947962,speA
b2943,0.20505513643261455,galP
b2945,0.43304696933824477,endA
b2946,0.24137802861755991,rsmE
b2947,0.4122156145900188,gshB
b2951,0.20791573198032834,yggS
b2952,0.07347332960045319,yggT
b2954,0.5341759807687779,rdgB
b2955,0.2462339132748535,yggW
b2957,0.3353811835370818,ansB
b2958,0.15603034511337358,yggN
b2959,0.03122213401620221,yggL
b2965,0.13429359667487253,speC
b2966,0.10353285862046546,yqgA
b2969,0.04054812343366885,yghE
b2970,0.3233428032102181,yghF
b2971,0.09881144070564142,yghG
b2972,0.16777270066533162,pppA
b2988,0.1903032470015356,gss
b2992,0.05918319819637963,hybE
b2993,0.029461430392389795,hybD
b2994,0.20189907447050973,hybC
b2995,0.3416181786572021,hybB
b2996,0.38009569057863135,hybA
b2997,0.43077312556435166,hybO
b3011,0.31243104807655536,yqhD
b3017,0.4133184970545236,ftsP
b3018,0.28327352679526646,plsC
b3019,0.37246947297519567,parC
b3028,0.2423083784650729,mdaB
b3029,0.07520911431880153,ygiN
b3030,0.29610882924519494,parE
b3035,0.3998345715117285,tolC
b3038,0.26750377606379094,ygiC
b3041,0.1413309043688837,ribB
b3043,0.07376503230345886,ygiL
b3052,0.10280321882638037,rfaE
b3054,0.09394751825610949,ygiF
b3057,0.044326895292214244,bacA
b3060,0.2854062164647327,ttdR
b3066,0.16450043618144708,dnaG
b3067,0.2502605275642518,rpoD
b3071,0.19812405624978133,nfeR
b3075,0.1363539630127948,ebgR
b3084,0.09276968295763906,rlmG
b3085,0.15170507515937467,ygjP
b3088,0.22054908773086143,alx
b3091,0.09060617693627462,uxaA
b3092,0.18812678897211196,uxaC
b3105,0.1750887272425691,yhaJ
b3110,0.04799029681582615,cyuP
b3136,0.15632033777237686,agaS
b3142,0.08484387641671572,yraH
b3146,0.2978253246152141,rsmI
b3147,0.5014278863674089,lpoA
b3148,0.0035110694032830804,yraN
b3150,0.3408370910049202,yraP
b3156,0.20957405852806668,yhbS
b3157,0.27525288239115847,yhbT
b3158,0.33975293054219236,yhbU
b3159,0.32303187517530485,yhbV
b3161,0.557836690660685,mtr
b3162,0.31326438169012816,deaD
b3164,0.5172170285026232,pnp
b3165,0.058408048001652,rpsO
b3166,0.4685559014630728,truB
b3167,0.27647858500663103,rbfA
b3168,0.5493006313593852,infB
b3169,0.4698843789285123,nusA
b3176,0.7093439425693243,glmM
b3177,0.38825742923734136,folP
b3178,0.13000610789004027,ftsH
b3180,0.16537805270180386,yhbY
b3181,0.4738257976364599,greA
b3184,0.0431443853749493,yhbE
b3187,0.2465810547561177,ispB
